103,Mutant,Training crafting skill.
104,Penguin,Training crafting skill.
105,Chest,There is something inside.
106,Preparing Table,Prepare cold dishes.
107,Brewing Barrel,Brew wine using fruit.
108,MushroomLog,Use wood and woodware to grow mushroom.
109,Scrap,A pile of scrap parts of old world. Might find something useful.
110,Wood Holder,Store about 20 wood.
111,Food Stash,Store about 20 food.
112,Door with Bolt,Could be locked from oneside. Couldn't be unlocked from the other side.
113,Bird Nest,Somtimes seagulls leave eggs in it.
114,Water Pond,Might collect some fresh water.
115,Sand,Could collect sand and scallop.
116,Plant Manage Table,Could manage all soil floors nearby. Including what to plant and when to harvest.
117,Craft Manage Table,Could manage all facility nearby.
118,Pickle Barrel,Preserve vegetables with salt.
119,Arrow Tower,Archer can shoot father and be protected.
120,Pike Trap,Poke enemies that walk on it.
121,Statue,Preying might bring good luck.
122,Coconut Lantern,Stay longer than basic torch. Burning wood tar.
123,Bird Trap,Put in food to lure and trap birds.
124,Repair Table,Repair broken tools.
125,RaftIsland1,Your honest friend.
126,WallIsland1,Solid protection.
127,StairIsland1,Expand vertically.
128,Chest,
129,DoorIsland1,Solid protection.
130,Dive,Push forward.
131,GoodBed,Not so comfortable.Lack of durability.
132,Simple RainCollector,Collect rain.
133,Wild Flax,
134,Cotten,
135,Wild Cotten,
136,PirateCorpse,
137,Work Bench,Craft melee and range weapons.
138,Steam Pot,Craft melee and range weapons.
139,Metal Raft,Your honest friend.
140,Metal Wall,Solid protection.
141,Metal Door,Solid protection.
142,Water Pump," Pour in sea water to desalinate, consume charcoal. "
143,Metal Workbench,Craft melee and range weapons.
144,Metal Pillar,Support 5 rafts.
145,Sprinkler,Water near fields.
146,Advanced Metal Workbench,Craft melee and range weapons.
147,Ancient Wall,Solid protection.
148,DiveAdvanced,Craft melee and range weapons.
149,PowerPoint,Push forward.
150,GreenHerbField,
151,StrawMan,Push forward.
152,MetalSoilFloor,Your honest friend.
153,MagicSoilFloor,Your honest friend.
154,AdvanvedSprinkler,Push forward.
155,HugeSprinkler,Push forward.
156,Field Lamp,Push forward.
157,Artifical Sun,Push forward.
158,Seed Generator,Craft melee and range weapons.
159,Chemical Machine,Craft melee and range weapons.
160,Steam Weapon Workbench,Craft melee and range weapons.
161,Steam Paddle,Push forward automatically.
162,Apple Tree,Harvest apples or cut down for wood.
163,Orange Tree,Harvest oranges or cut down for wood.
164,Wild Mushroom,
165,Ice Floor,
166,Sand Floor,
167,Stone Floor,
168,Steam Floor,
169,Metal Floor,
170,Ice Stair,
171,Sand Stair,
172,Stone Stair,
173,Steam Stair,
174,Metal Stair,
175,Ice Door,
176,Sand Door,
177,Stone Door,
178,Steam Door,
179,Metal Door,
180,Ice Wall,
181,Ice Wall,
182,Sand Wall,
183,Sand Wall,
184,Stone Wall,
185,Stone Wall,
186,Steam Wall,
187,Steam Wall,
188,Metal Wall,
189,Metal Wall,
190,WildSunFruit,
191,Iron Mine,
192,Copper Mine,
193,FishMan Mine,
194,Simple Elevator,Transport items vertically.
195,Sun Fruit,
196,Fish Ore Fruit,
197,Simple Elevator,Transport items vertically.
198,Fish Tank,To raise fish and get resource.
199,Chemical Machine,Produce farm chemicals.
200,Soap Machine,Produce soap.
201,Can Machine,Produce can food.
202,Cloth Machine,Produce cloth.
203,Fiber Machine,Convert wood and woodwares into mushroom.
206,Puppet,Required to be equipped with weapons.
207,Armor Bench,Craft armor.
208,Steam Armor Bench,Craft steam armor.
210,Anvil,Make metal weapons.
211,Steam Elevator,Transport items vertically.
213,Smelter,Smelt metal.
214,Steam Fish Cather,Catch lots of fish.
215,Steam Trap,"Careful, it's hot."
216,Anchor,Keep your home still.
217,Anchor,"Pieces of metal scraps, keep your home still."
