110,Semente de flor,Produz bagas. Bom para sobremesas e tinturas.
111,Peixe venenoso,Peixe com veneno dentro. Não comestível.
112,Mirtilo,"Baga azul, gosto azedo."
113,Morango,"Baga vermelha, gosto doce."
114,Repolho,Vegetal de folhas verdes.
115,Spinacia,Vegetal de folhas verdes.
116,Barril furado,"Barril simples, vaza um pouco."
117,Salada,Fresca.
118,Mistura de frutas,Fresca.
119,Areia,Um material granulado.
120,Ampulheta,Usado para medir e calcular a velocidade de navegação.
121,Telescópio,Aumenta o alcance visual.
122,Couro,Bom para fazer roupas e armaduras.
123,Quartzo,Claro como cristal.
124,Restos de comida,Não tente comer isso.
125,Mistura de vegetais assados,Fresca.
126,Salada de vegetais,Fresca.
127,Mistura de sucos,Tem cheiro de fruta.
128,Fruta cozida,Doce e quente.
129,Churrasco,descriptions here...
130,Almôndega,Crocante.
131,Peixe assado,Crocante.
132,Sashimi,"É cru, mas gostoso."
133,Churrasquinho de frutas e vegetais,Crocante.
134,Salada de frutas,Fresca.
135,Churrasquinho de carne com vegetais,Crocante.
136,Salada de carnes,Fresca.
137,Churrasquinho de frutos do mar com vegetais,Crocante.
138,Salada de frutos do mar,Fresca.
139,Churrasquinho de fruta com carne,Crocante.
140,Ensopado de bife com frutas,Nutritivo.
141,Churrasquinho de frutos do mar com frutas,Crocante.
142,Ensopado de frutos do mar com frutas,Nutritivo.
143,Churrasquinho de frutos do mar com carne,Crocante.
144,Ensopado de frutos do mar com carne,Nutritivo.
145,Bife com geleia,Luxoso.
146,Filé de peixe com geleia,Luxoso.
147,Ensopado de carne luxuoso,Luxoso.
148,Ensopado de frutos do mar supremo,Luxoso.
149,Ovo,Botado por uma gaivota.
150,Sal,Faz a comida estragar mais devagar.
151,Cubo de sal,Faz a comida estragar mais devagar.
152,Carne seca de peixe,"Salgado, pode ficar fresco por muito tempo."
153,Vinho,Feito com frutas. É refrescante.
154,Cogumelo,Cresce em um tronco. É bonitinho.
155,Sangue,Sangue de uma criatura. Ótimo lanche para um vampiro.
156,Shrimp,Tiny shrimps. Good bait for fishing.
157,Pickle,Salty vegetables. Could preserve for a long time.
158,Holy Water,Hold it when preying would result in something lucky.
159,RoastBirdMeat,
160,Bottle,
501,Human Right Arm,An arm of human.
502,Human Left Arm,An arm of human.
503,Human Right Leg,A leg of human.
504,Human Left Leg,A leg of human.
505,Wooden Right Arm,A wooden artificial arm with a hook.
506,Wooden Left Arm,A wooden artificial arm with a hook.
507,Wooden Right Leg,A wooden artificial leg.
508,Wooden Left Leg,A wooden artificial leg.
1000,Bow,Can attack in a safer position.
1001,Arrow,"A thin sharpen stick, can deal minor damage."
1002,Spear,A thick sharpen sticks. Basic weapon.
1003,Club,"Heavy, but have a chance to knock out your enemy."
1004,Fish Bone Sword,"Spiky, light weighted."
1005,Bone Spear,Spear made of bone. Much sharper.
1006,Throwing Spear,Throwing to deal lots of damage.
1007,Bone Throwing Spear,Throwing to deal lots of damage.
1008,Bone Arrow,Sharper than wood arrow.
1009,Blow Gun,Can blow darts to deal damage.
1010,Blow Gun Arrow,Use with a blow gun.
1011,Bandage,Used to heal wounds.
1012,Disinfected Bandage,Used to heal wounds.Decrease the chance of infection.
1013,Sword,"Balanced weapon, mediocre in any way."
1014,Dagger,It's lightweight and could cause blood loss in a snap.
1015,Boomerang,Could fly back if you are lucky enough.
1016,Slingshot,It's not a toy. And it doesn't require ammunition.
1017,Shield,Could block most projectiles in the front.
1018,Claymore,"Heavy, only strong survivors could use it properly."
1019,War Hammer,"Heavy, could stun a target easily."
1020,Spike Club,Clube with more lethal decorations.
1021,Bone Axe,"Swift and sharp, pretty handy."
1022,Trident of Ice,A trident that shots ice. It's a tech weapon from the deep ones.
1023,Trident of flame,A trident that shots flame. It's a tech weapon from the deep ones.
1024,Grenade,
2001,Wood Armor,Protect the body. Kind of heavy.
2002,Wood Helmet,Protect head. Kind of heavy.
2003,Bone Armor,Protect the body. Kind of tickle.
2004,Bone  Helmet,Protect head. Kind of tickle.
2005,Flax Armor,Protect the body. Stay away from the fire.
2006,Flax Head Band,Protect head. Stay away from the fire.
2007,Rags,Simple clothes.
2008,Head Band,Simple headband.
2009,ShellBra,Looks like a mermaid now.
2010,CoCoNut Helmet,Protect your head. But will obstruct the view.
